Дата,Блок,Wort,Artikel,Plural,Übersetzung,Beispiel,Übersetzung Beispiel,Anki: Front (авто),Anki: Back (авто),Уровень,Следующий показ,Всего попыток,Правильно,Подтемы
21.07.2026,1. Hallo! Wie geht's?,vhs_Lektion 1_Hallo! Wie geht_s_,-,-,Привет! Как дела?,Hallo! Wie geht's dir?,Привет! Как твои дела?,,,1,21.07.2026,0,0,
17.07.2026,Kap 11_ Gesund und fit,"Beschwerde, -n (Welche Beschwerden haben Sie?)",die,die Beschwerden,жалоба,Welche Beschwerden haben Sie?,На что вы жалуетесь?,"die Beschwerde, -n (Welche Beschwerden haben Sie?) | Welche Beschwerden haben Sie?",жалоба | На что вы жалуетесь?,1,21.07.2026,0,0,Kapitel 11_Здоровье и фитнес
17.07.2026,Kap 11_ Gesund und fit,"Besserung (Sg,) (Gute Besserung!)",die,Sg.,выздоровление,Gute Besserung!,Выздоравливайте!,"die Besserung (Sg,) (Gute Besserung!) | Gute Besserung!",выздоровление | Выздоравливайте!,1,21.07.2026,0,0,Kapitel 11_Здоровье и фитнес
17.07.2026,Kap 11_ Gesund und fit,hinten,-,,"сзади, позади",Das Auto steht hinten.,Машина стоит сзади.,hinten | Das Auto steht hinten.,"сзади, позади | Машина стоит сзади.",1,21.07.2026,0,0,Kapitel 11_Здоровье и фитнес
17.07.2026,Kap 11_ Gesund und fit,Patientin,die,die Patientinnen,пациентка,Die Patientin spricht mit dem Arzt.,Пациентка разговаривает с врачом.,die Patientin | Die Patientin spricht mit dem Arzt.,пациентка | Пациентка разговаривает с врачом.,1,21.07.2026,0,0,Kapitel 11_Здоровье и фитнес
17.07.2026,Kap 11_ Gesund und fit,unten,-,,внизу,Der Hund ist unten.,Собака внизу.,unten | Der Hund ist unten.,внизу | Собака внизу.,1,21.07.2026,0,0,Kapitel 11_Здоровье и фитнес
17.07.2026,Kap 11_ Gesund und fit,Bedarf,der,die Bedarfe,потребность,Wir haben einen großen Bedarf an Wasser.,У нас большая потребность в воде.,der Bedarf | Wir haben einen großen Bedarf an Wasser.,потребность | У нас большая потребность в воде.,1,21.07.2026,0,0,Kapitel 11_Здоровье и фитнес
17.07.2026,Kap 11_ Gesund und fit,stündlich,-,,"ежечасно, каждый час",Der Bus fährt stündlich.,Автобус ходит каждый час.,stündlich | Der Bus fährt stündlich.,"ежечасно, каждый час | Автобус ходит каждый час.",1,21.07.2026,0,0,Kapitel 11_Здоровье и фитнес
17.07.2026,Kap 11_ Gesund und fit,Tropfen,der,die Tropfen,капля,Ich brauche einen Tropfen Milch im Kaffee.,Мне нужна капля молока в кофе.,der Tropfen | Ich brauche einen Tropfen Milch im Kaffee.,капля | Мне нужна капля молока в кофе.,1,21.07.2026,0,0,Kapitel 11_Здоровье и фитнес
17.07.2026,Kap 11_ Gesund und fit,übermorgen,-,,послезавтра,Wir treffen uns übermorgen.,Мы встречаемся послезавтра.,übermorgen | Wir treffen uns übermorgen.,послезавтра | Мы встречаемся послезавтра.,1,21.07.2026,0,0,Kapitel 11_Здоровье и фитнес
17.07.2026,Kap 11_ Gesund und fit,"wiederkommen, er kommt wieder, ist wiedergekommen",-,,"возвращаться, приходить снова",Ich komme morgen wieder.,Я вернусь завтра.,"wiederkommen, er kommt wieder, ist wiedergekommen | Ich komme morgen wieder.","возвращаться, приходить снова | Я вернусь завтра.",1,21.07.2026,0,0,Kapitel 11_Здоровье и фитнес
17.07.2026,Kap 11_ Gesund und fit,"erlauben, er erlaubt, erlaubt",-,,разрешать,Er erlaubt mir das.,Он разрешает мне это.,"erlauben, er erlaubt, erlaubt | Er erlaubt mir das.",разрешать | Он разрешает мне это.,1,21.07.2026,0,0,Kapitel 11_Здоровье и фитнес
17.07.2026,Kap 12_Schönes Wochenende!,Kapitel 12_Путешествия и отдых,-,,-,Wir beginnen Kapitel 12.,Мы начинаем главу 12.,Kapitel 12_Путешествия и отдых | Wir beginnen Kapitel 12.,- | Мы начинаем главу 12.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"buchen, er bucht, gebucht",-,,бронировать,Ich buche ein Hotelzimmer.,Я бронирую номер в отеле.,"buchen, er bucht, gebucht | Ich buche ein Hotelzimmer.",бронировать | Я бронирую номер в отеле.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Doppelzimmer,das,die Doppelzimmer,двухместный номер,Wir buchen ein Doppelzimmer für zwei Nächte.,Мы бронируем двухместный номер на две ночи.,das Doppelzimmer | Wir buchen ein Doppelzimmer für zwei Nächte.,двухместный номер | Мы бронируем двухместный номер на две ночи.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Hotelinformation,die,die Hotelinformationen,информация об отеле,Hier ist die Hotelinformation für Sie.,Вот информация об отеле для вас.,die Hotelinformation | Hier ist die Hotelinformation für Sie.,информация об отеле | Вот информация об отеле для вас.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Pension,die,die Pensionen,пансион,Wir übernachten in einer kleinen Pension.,Мы ночуем в небольшом пансионе.,die Pension | Wir übernachten in einer kleinen Pension.,пансион | Мы ночуем в небольшом пансионе.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Reise,die,die Reisen,поездка,Die Reise nach Italien war wunderschön.,Поездка в Италию была прекрасной.,die Reise | Die Reise nach Italien war wunderschön.,поездка | Поездка в Италию была прекрасной.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Sand,der,Sg.,песок,Das Kind spielt im Sand.,Ребенок играет в песке.,der Sand | Das Kind spielt im Sand.,песок | Ребенок играет в песке.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Wetter,das,Sg.,погода,Das Wetter ist heute sehr schön.,Погода сегодня очень хорошая.,das Wetter | Das Wetter ist heute sehr schön.,погода | Погода сегодня очень хорошая.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Flug,der,die Flüge,полёт,Der Flug nach Berlin dauert eine Stunde.,Полет в Берлин длится один час.,der Flug | Der Flug nach Berlin dauert eine Stunde.,полёт | Полет в Берлин длится один час.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Hafengeburtstag,der,die Hafengeburtstage,день рождения порта,Im Mai feiern wir den Hafengeburtstag.,В мае мы празднуем день рождения порта.,der Hafengeburtstag | Im Mai feiern wir den Hafengeburtstag.,день рождения порта | В мае мы празднуем день рождения порта.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Halbpension,die,Sg.,полупансион,Wir haben das Hotel mit Halbpension gebucht.,Мы забронировали отель с полупансионом.,die Halbpension | Wir haben das Hotel mit Halbpension gebucht.,полупансион | Мы забронировали отель с полупансионом.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Superangebot,das,die Superangebote,суперпредложение,Das ist wirklich ein Superangebot!,Это действительно суперпредложение!,das Superangebot | Das ist wirklich ein Superangebot!,суперпредложение | Это действительно суперпредложение!,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"1 abfliegen, er fliegt ab, ist abgeflogen",-,,вылетать,Das Flugzeug fliegt um 10 Uhr ab.,Самолет вылетает в 10 часов.,"1 abfliegen, er fliegt ab, ist abgeflogen | Das Flugzeug fliegt um 10 Uhr ab.",вылетать | Самолет вылетает в 10 часов.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Abflug,der,die Abflüge,вылет,Der Abflug ist pünktlich.,Вылет вовремя.,der Abflug | Der Abflug ist pünktlich.,вылет | Вылет вовремя.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Ankunft,die,Sg.,прибытие,Die Ankunft verzögert sich um 20 Minuten.,Прибытие задерживается на 20 минут.,die Ankunft | Die Ankunft verzögert sich um 20 Minuten.,прибытие | Прибытие задерживается на 20 минут.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Durchsage,die,die Durchsagen,объявление; сообщение,Achten Sie auf die Durchsage am Bahnhof.,Обратите внимание на объявление на вокзале.,die Durchsage | Achten Sie auf die Durchsage am Bahnhof.,объявление; сообщение | Обратите внимание на объявление на вокзале.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"einsteigen, er steigt ein, ist eingestiegen",-,,"садиться (напр., в автобус)",Bitte steigen Sie schnell ein.,"Пожалуйста, садитесь быстрее.","einsteigen, er steigt ein, ist eingestiegen | Bitte steigen Sie schnell ein.","садиться (напр., в автобус) | Пожалуйста, садитесь быстрее.",1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Einzelzimmer,das,die Einzelzimmer,одноместный номер,Ich möchte ein Einzelzimmer reservieren.,Я хотел бы забронировать одноместный номер.,das Einzelzimmer | Ich möchte ein Einzelzimmer reservieren.,одноместный номер | Я хотел бы забронировать одноместный номер.,1,28.07.2026,1,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"fliegen, er fliegt, ist geflogen",-,,летать,Wir fliegen nach Spanien.,Мы летим в Испанию.,"fliegen, er fliegt, ist geflogen | Wir fliegen nach Spanien.",летать | Мы летим в Испанию.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Flughafen,der,die Flughäfen,аэропорт,Der Flughafen ist sehr groß.,Аэропорт очень большой.,der Flughafen | Der Flughafen ist sehr groß.,аэропорт | Аэропорт очень большой.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Flugzeug,das,die Flugzeuge,самолёт,Das Flugzeug landet gleich.,Самолет сейчас приземлится.,das Flugzeug | Das Flugzeug landet gleich.,самолёт | Самолет сейчас приземлится.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Freizeit,die,Sg.,"свободное время, досуг",In meiner Freizeit lese ich viel.,В свободное время я много читаю.,die Freizeit | In meiner Freizeit lese ich viel.,"свободное время, досуг | В свободное время я много читаю.",1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Gepäck,das,Sg.,багаж,Haben Sie Ihr Gepäck schon abgegeben?,Вы уже сдали свой багаж?,das Gepäck | Haben Sie Ihr Gepäck schon abgegeben?,багаж | Вы уже сдали свой багаж?,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Prospekt,der,die Prospekte,проспект,Ich habe einen Prospekt vom Hotel mitgebracht.,Я принес проспект отеля.,der Prospekt | Ich habe einen Prospekt vom Hotel mitgebracht.,проспект | Я принес проспект отеля.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Reisebüro,das,die Reisebüros,турагентство,Ich gehe in das Reisebüro.,Я иду в туристическое агентство.,das Reisebüro | Ich gehe in das Reisebüro.,турагентство | Я иду в туристическое агентство.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Reiseführer,der,die Reiseführer,путеводитель; гид,Unser Reiseführer kennt sich hier gut aus.,Наш гид здесь хорошо ориентируется.,der Reiseführer | Unser Reiseführer kennt sich hier gut aus.,путеводитель; гид | Наш гид здесь хорошо ориентируется.,2,29.07.2026,1,1,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Rucksack,der,die Rucksäcke,рюкзак,Ich packe meinen Rucksack für die Wanderung.,Я собираю свой рюкзак для похода.,der Rucksack | Ich packe meinen Rucksack für die Wanderung.,рюкзак | Я собираю свой рюкзак для похода.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Übernachtung,die,die Übernachtungen,ночёвка,Die Übernachtung kostet 50 Euro.,Ночевка стоит 50 евро.,die Übernachtung | Die Übernachtung kostet 50 Euro.,ночёвка | Ночевка стоит 50 евро.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"wandern, er wandert, ist gewandert",-,,ходить в походы; заниматься пешим туризмом,Wir wandern gerne in den Alpen.,Мы любим ходить в походы в Альпах.,"wandern, er wandert, ist gewandert | Wir wandern gerne in den Alpen.",ходить в походы; заниматься пешим туризмом | Мы любим ходить в походы в Альпах.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"pünktlich, pünktlicher, am pünktlichsten",-,,"пунктуальный, точный",Der Zug ist pünktlich abgefahren.,Поезд отправился вовремя.,"pünktlich, pünktlicher, am pünktlichsten | Der Zug ist pünktlich abgefahren.","пунктуальный, точный | Поезд отправился вовремя.",1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Reiseziel,das,die Reiseziele,пункт назначения,Italien ist ein beliebtes Reiseziel.,Италия — популярное место назначения.,das Reiseziel | Italien ist ein beliebtes Reiseziel.,пункт назначения | Италия — популярное место назначения.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,hinter (+D.),-,,"за, позади",Das Auto steht hinter dem Haus.,Машина стоит за домом.,hinter (+D.) | Das Auto steht hinter dem Haus.,"за, позади | Машина стоит за домом.",1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Punkt,der,die Punkte,пункт,Wir treffen uns am vereinbarten Punkt.,Мы встречаемся в условленном пункте.,der Punkt | Wir treffen uns am vereinbarten Punkt.,пункт | Мы встречаемся в условленном пункте.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,ans (= an das),-,,зд.: к,Wir fahren ans Meer.,Мы едем к морю.,ans (= an das) | Wir fahren ans Meer.,зд.: к | Мы едем к морю.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"ausruhen, er ruht aus, ausgeruht",-,,отдыхать,Ich muss mich am Wochenende ausruhen.,Мне нужно отдохнуть на выходных.,"ausruhen, er ruht aus, ausgeruht | Ich muss mich am Wochenende ausruhen.",отдыхать | Мне нужно отдохнуть на выходных.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"Berg , -e (Ich fahre in die Berge.)",der,die Berge,гора,Ich fahre in die Berge.,Я еду в горы.,"der Berg , -e (Ich fahre in die Berge.) | Ich fahre in die Berge.",гора | Я еду в горы.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Küste,die,die Küsten,побережье,Wir machen Urlaub an der Küste.,Мы проводим отпуск на побережье.,die Küste | Wir machen Urlaub an der Küste.,побережье | Мы проводим отпуск на побережье.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Meer,das,die Meere,море,Das Wasser im Meer ist warm.,Вода в море теплая.,das Meer | Das Wasser im Meer ist warm.,море | Вода в море теплая.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,3 bar,-,,наличными,Ich zahle bar.,Я плачу наличными.,3 bar | Ich zahle bar.,наличными | Я плачу наличными.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Freitagnachmittag,der,die Freitagnachmittage,пятницу после обеда,Am Freitagnachmittag fahre ich nach Hause.,В пятницу после обеда я еду домой.,der Freitagnachmittag | Am Freitagnachmittag fahre ich nach Hause.,пятницу после обеда | В пятницу после обеда я еду домой.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"hinfliegen, er fliegt hin, ist hingeflogen",-,,лететь (туда),Wann fliegst du hin?,Когда ты туда летишь?,"hinfliegen, er fliegt hin, ist hingeflogen | Wann fliegst du hin?",лететь (туда) | Когда ты туда летишь?,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,raus,-,,разг. (вырваться отсюда),Ich muss hier mal raus.,Мне нужно отсюда выбраться.,raus | Ich muss hier mal raus.,разг. (вырваться отсюда) | Мне нужно отсюда выбраться.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"reservieren, er reserviert, reserviert",-,,бронировать,Ich möchte einen Tisch reservieren.,Я хочу забронировать столик.,"reservieren, er reserviert, reserviert | Ich möchte einen Tisch reservieren.",бронировать | Я хочу забронировать столик.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"verreisen, er verreist, ist verreist",-,,уезжать (в отпуск),Wir verreisen in den Sommerferien.,Мы уезжаем в летние каникулы.,"verreisen, er verreist, ist verreist | Wir verreisen in den Sommerferien.",уезжать (в отпуск) | Мы уезжаем в летние каникулы.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"zurückfliegen, er fliegt zurück, ist zurückgeflogen",-,,лететь обратно,Morgen fliegen wir zurück.,Завтра мы летим обратно.,"zurückfliegen, er fliegt zurück, ist zurückgeflogen | Morgen fliegen wir zurück.",лететь обратно | Завтра мы летим обратно.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"variieren, er variiert, variiert",-,,варьировать; изменять,Die Preise variieren je nach Saison.,Цены варьируются в зависимости от сезона.,"variieren, er variiert, variiert | Die Preise variieren je nach Saison.",варьировать; изменять | Цены варьируются в зависимости от сезона.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Akkusativform,die,die Akkusativformen,форма винительного падежа,Wie lautet die Akkusativform?,Как звучит форма винительного падежа?,die Akkusativform | Wie lautet die Akkusativform?,форма винительного падежа | Как звучит форма винительного падежа?,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Wald,der,die Wälder,лес,Wir gehen im Wald spazieren.,Мы гуляем в лесу.,der Wald | Wir gehen im Wald spazieren.,лес | Мы гуляем в лесу.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Wandern,das,Sg.,пеший туризм,Wandern ist sehr gesund.,Пеший туризм очень полезен для здоровья.,das Wandern | Wandern ist sehr gesund.,пеший туризм | Пеший туризм очень полезен для здоровья.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Hafen,der,die Häfen,порт,Im Hafen liegen viele Schiffe.,В порту стоит много кораблей.,der Hafen | Im Hafen liegen viele Schiffe.,порт | В порту стоит много кораблей.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Wochenendreise,die,die Wochenendreisen,поездка на субботу-воскресенье,Wir machen eine Wochenendreise nach Paris.,Мы совершаем поездку на выходные в Париж.,die Wochenendreise | Wir machen eine Wochenendreise nach Paris.,поездка на субботу-воскресенье | Мы совершаем поездку на выходные в Париж.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Mini-Dialog,der,die Mini-Dialoge,минидиалог,Bitte lesen Sie diesen Mini-Dialog.,"Пожалуйста, прочитайте этот мини-диалог.",der Mini-Dialog | Bitte lesen Sie diesen Mini-Dialog.,"минидиалог | Пожалуйста, прочитайте этот мини-диалог.",1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,BahnCard,die,die BahnCards,«бан-кард» (бонус-карта),Mit der BahnCard fahre ich günstiger.,С картой BahnCard я езжу дешевле.,die BahnCard | Mit der BahnCard fahre ich günstiger.,«бан-кард» (бонус-карта) | С картой BahnCard я езжу дешевле.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Fensterplatz,der,die Fensterplätze,место у окна,Ich sitze gerne auf einem Fensterplatz.,Я люблю сидеть на месте у окна.,der Fensterplatz | Ich sitze gerne auf einem Fensterplatz.,место у окна | Я люблю сидеть на месте у окна.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"zurückfahren, er fährt zurück, ist zurückgefahren",-,,ехать обратно,Wann fährst du zurück?,Когда ты едешь обратно?,"zurückfahren, er fährt zurück, ist zurückgefahren | Wann fährst du zurück?",ехать обратно | Когда ты едешь обратно?,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"Gang, ""-e (Möchten Sie am Fenster oder am Gang sitzen?)",der,die Gänge,проход,Möchten Sie am Fenster oder am Gang sitzen?,Вы хотите сидеть у окна или у прохода?,"der Gang, ""-e (Möchten Sie am Fenster oder am Gang sitzen?) | Möchten Sie am Fenster oder am Gang sitzen?",проход | Вы хотите сидеть у окна или у прохода?,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,hin,-,,туда (туда и обратно),Ich brauche ein Ticket hin und zurück.,Мне нужен билет туда и обратно.,hin | Ich brauche ein Ticket hin und zurück.,туда (туда и обратно) | Мне нужен билет туда и обратно.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Regionalexpress,der,Sg.,региональный экспресс,Der Regionalexpress hält an jedem Bahnhof.,Региональный экспресс останавливается на каждой станции.,der Regionalexpress | Der Regionalexpress hält an jedem Bahnhof.,региональный экспресс | Региональный экспресс останавливается на каждой станции.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Sitzplatz,der,die Sitzplätze,сидячее место,Haben Sie einen Sitzplatz reserviert?,Вы забронировали место?,der Sitzplatz | Haben Sie einen Sitzplatz reserviert?,сидячее место | Вы забронировали место?,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Teil,der,die Teile,часть,Das ist nur ein Teil der Wahrheit.,Это только часть правды.,der Teil | Das ist nur ein Teil der Wahrheit.,часть | Это только часть правды.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Ermäßigung,die,die Ermäßigungen,скидка,Studenten bekommen eine Ermäßigung.,Студенты получают скидку.,die Ermäßigung | Studenten bekommen eine Ermäßigung.,скидка | Студенты получают скидку.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Strecke,die,die Strecken,маршрут; расстояние,Die Strecke ist 100 Kilometer lang.,Длина маршрута — 100 километров.,die Strecke | Die Strecke ist 100 Kilometer lang.,маршрут; расстояние | Длина маршрута — 100 километров.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Verbindung,die,die Verbindungen,сообщение (железнодорожное сообщение),Die Zugverbindung nach München ist gut.,Железнодорожное сообщение с Мюнхеном хорошее.,die Verbindung | Die Zugverbindung nach München ist gut.,сообщение (железнодорожное сообщение) | Железнодорожное сообщение с Мюнхеном хорошее.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Zugtyp,der,die Zugtypen,тип поезда,Welcher Zugtyp ist das?,Какой это тип поезда?,der Zugtyp | Welcher Zugtyp ist das?,тип поезда | Какой это тип поезда?,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Rezeption,die,die Rezeptionen,"«ресепшн», стойка администратора",Bitte melden Sie sich an der Rezeption.,"Пожалуйста, зарегистрируйтесь на стойке регистрации.",die Rezeption | Bitte melden Sie sich an der Rezeption.,"«ресепшн», стойка администратора | Пожалуйста, зарегистрируйтесь на стойке регистрации.",1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Fernsehraum,der,die Fernsehräume,"помещение, где можно смотреть телевизор",Wir treffen uns im Fernsehraum.,Мы встречаемся в телезале.,der Fernsehraum | Wir treffen uns im Fernsehraum.,"помещение, где можно смотреть телевизор | Мы встречаемся в телезале.",1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Frühstücksraum,der,die Frühstücksräume,комната для завтраков,Das Frühstück gibt es im Frühstücksraum.,Завтрак подается в зале для завтраков.,der Frühstücksraum | Das Frühstück gibt es im Frühstücksraum.,комната для завтраков | Завтрак подается в зале для завтраков.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Internetanschluss,der,die Internetanschlüsse,подключение к Интернету,Hat das Zimmer einen Internetanschluss?,В номере есть подключение к Интернету?,der Internetanschluss | Hat das Zimmer einen Internetanschluss?,подключение к Интернету | В номере есть подключение к Интернету?,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Aufzug,der,die Aufzüge,лифт,Wir fahren mit dem Aufzug in den 5. Stock.,Мы едем на лифте на 5-й этаж.,der Aufzug | Wir fahren mit dem Aufzug in den 5. Stock.,лифт | Мы едем на лифте на 5-й этаж.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,Geräusch,das,die Geräusche,звук; шорох,Ich habe ein seltsames Geräusch gehört.,Я услышал странный звук.,das Geräusch | Ich habe ein seltsames Geräusch gehört.,звук; шорох | Я услышал странный звук.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"Grad , -e (3 Grad Celsius)",das,die Grade,градус,Heute sind es 25 Grad.,Сегодня 25 градусов.,"das Grad , -e (3 Grad Celsius) | Heute sind es 25 Grad.",градус | Сегодня 25 градусов.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"minus (Es ist sehr kalt, minus 15 Grad.)",-,,минус,"Es ist sehr kalt, minus 15 Grad.","Очень холодно, 15 градусов мороза.","minus (Es ist sehr kalt, minus 15 Grad.) | Es ist sehr kalt, minus 15 Grad.","минус | Очень холодно, 15 градусов мороза.",1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
17.07.2026,Kap 12_Schönes Wochenende!,"regnen, es regnet, geregnet",-,,идёт дождь,Es regnet heute den ganzen Tag.,Сегодня весь день идет дождь.,"regnen, es regnet, geregnet | Es regnet heute den ganzen Tag.",идёт дождь | Сегодня весь день идет дождь.,1,21.07.2026,0,0,Kapitel 12_Путешествия и отдых
